student_id,plan_name,plan_id,week,weekly_assessment_score,daily_avg_score,n
1104,"T1 One-to-One",391,1,100,80,5
1104,"T1 One-to-One",391,4,100,100,3
1104,"T1 One-to-One",391,2,100,88,5
1104,"T1 One-to-One",391,3,100,100,4
1203,"T1 One-to-One",391,1,0,0,5
1220,"T1 One-to-One",391,1,80,100,5
1220,"T1 One-to-One",391,4,100,100,5
1220,"T1 One-to-One",391,2,100,100,5
1220,"T1 One-to-One",391,3,100,100,5
1402,"T1 One-to-One",391,3,100,100,4
1402,"T1 One-to-One",391,1,100,100,5
1402,"T1 One-to-One",391,4,100,100,5
1402,"T1 One-to-One",391,2,100,100,5
923,"T1 One-to-One",405,1,100,96,5
923,"T1 One-to-One",405,4,100,93,5
1005,"T1 One-to-One",405,4,100,72,3
1006,"T1 One-to-One",405,1,100,53,3
1006,"T1 One-to-One",405,4,80,61,3
1009,"T1 One-to-One",405,4,100,100,4
1009,"T1 One-to-One",405,1,100,100,5
1012,"T1 One-to-One",405,4,20,60,5
1012,"T1 One-to-One",405,1,100,94,4
1229,"T1 One-to-One",405,1,80,100,4
1298,"T1 One-to-One",405,4,100,90,5
1298,"T1 One-to-One",405,1,100,94,4
906,"T1 One-to-One",406,1,100,100,4
906,"T1 One-to-One",406,4,100,92,4
1119,"T1 One-to-One",406,1,100,71,4
1142,"T1 One-to-One",406,4,100,83,5
1142,"T1 One-to-One",406,1,60,100,4
1155,"T1 One-to-One",406,1,100,94,4
1155,"T1 One-to-One",406,4,80,89,3
1356,"T1 One-to-One",406,1,100,100,5
1356,"T1 One-to-One",406,4,80,97,5
1189,"T1 One-to-One",421,2,40,15,4
1189,"T1 One-to-One",421,3,40,22,5
1189,"T1 One-to-One",421,1,80,69,5
1103,"T1 One-to-One",437,1,100,86,5
1103,"T1 One-to-One",437,2,100,87,4
1167,"T1 One-to-One",437,2,100,92,5
1167,"T1 One-to-One",437,1,100,87,5
1297,"T1 One-to-One",437,1,50,95,5
1297,"T1 One-to-One",437,2,100,78,4
903,"T1 One-to-One",486,1,100,96,5
903,"T1 One-to-One",486,2,0,50,2
905,"T1 One-to-One",486,1,100,100,5
905,"T1 One-to-One",486,2,100,100,5
905,"T1 One-to-One",486,3,100,100,5
966,"T1 One-to-One",486,2,100,100,5
974,"T1 One-to-One",486,3,100,100,5
974,"T1 One-to-One",486,1,100,100,5
974,"T1 One-to-One",486,2,100,100,4
1412,"T1 One-to-One",486,2,100,100,5
1412,"T1 One-to-One",486,1,100,100,4
1437,"T1 One-to-One",486,3,100,100,5
1437,"T1 One-to-One",486,1,100,100,5
1437,"T1 One-to-One",486,2,100,100,3
890,"T1 One-to-One",502,1,100,100,4
924,"T1 One-to-One",502,2,60,53,5
924,"T1 One-to-One",502,3,20,48,5
924,"T1 One-to-One",502,1,40,60,5
999,"T1 One-to-One",502,1,100,100,4
999,"T1 One-to-One",502,2,100,100,2
999,"T1 One-to-One",502,3,100,100,3
1221,"T1 One-to-One",502,1,100,100,5
1221,"T1 One-to-One",502,2,100,100,5
1221,"T1 One-to-One",502,3,100,100,5
1246,"T1 One-to-One",502,3,100,100,4
1246,"T1 One-to-One",502,1,100,100,5
1246,"T1 One-to-One",502,2,100,100,5
4,"T1 One-to-One",518,2,100,100,3
14,"T1 One-to-One",518,2,100,100,2
23,"T1 One-to-One",518,2,0,82,3
50,"T1 One-to-One",518,2,100,93,3
54,"T1 One-to-One",518,2,100,100,3
56,"T1 One-to-One",518,2,100,100,3
1515,"T1 One-to-One",518,2,60,53,3
15,"T1 One-to-One",519,2,100,87,3
32,"T1 One-to-One",519,2,100,100,3
63,"T1 One-to-One",519,2,100,100,3
73,"T1 One-to-One",519,2,100,89,3
3,"T1 One-to-One",534,2,100,89,3
30,"T1 One-to-One",534,2,100,89,3
41,"T1 One-to-One",534,2,100,100,4
100,"T1 One-to-One",534,2,100,86,4
679,"T1 One-to-One",534,2,100,92,3
8,"T1 One-to-One",535,2,100,63,3
53,"T1 One-to-One",535,2,100,100,3
57,"T1 One-to-One",535,2,100,100,3
40,"T1 One-to-One",550,2,100,75,4
40,"T1 One-to-One",550,1,100,91,5
72,"T1 One-to-One",550,2,100,100,2
72,"T1 One-to-One",550,1,100,100,5
82,"T1 One-to-One",550,1,80,65,4
82,"T1 One-to-One",550,2,80,83,3
92,"T1 One-to-One",550,2,100,100,3
680,"T1 One-to-One",550,2,100,100,3
91,"T1 One-to-One",566,1,100,100,3
31,"T1 One-to-One",582,4,75,33,1
31,"T1 One-to-One",582,1,80,41,3
31,"T1 One-to-One",582,3,20,44,3
38,"T1 One-to-One",582,1,100,100,5
38,"T1 One-to-One",582,3,100,100,3
66,"T1 One-to-One",582,1,80,69,3
66,"T1 One-to-One",582,3,60,74,2
66,"T1 One-to-One",582,4,100,83,1
71,"T1 One-to-One",582,1,80,88,2
71,"T1 One-to-One",582,3,80,100,3
499,"T1 One-to-One",663,1,100,100,4
502,"T1 One-to-One",663,1,100,100,4
511,"T1 One-to-One",663,1,100,100,4
515,"T1 One-to-One",663,1,100,100,4
525,"T1 One-to-One",663,1,100,100,4
542,"T1 One-to-One",663,1,100,100,4
462,"T1 One-to-One",678,1,100,100,5
472,"T1 One-to-One",678,1,60,100,5
483,"T1 One-to-One",678,1,80,100,5
518,"T1 One-to-One",678,1,100,100,5
526,"T1 One-to-One",678,1,80,100,5
492,"T1 One-to-One",710,1,100,100,5
492,"T1 One-to-One",710,2,100,100,5
492,"T1 One-to-One",710,3,100,100,5
704,"T1 One-to-One",710,3,100,100,5
704,"T1 One-to-One",710,1,100,100,5
704,"T1 One-to-One",710,2,100,100,5
711,"T1 One-to-One",747,4,60,100,3
712,"T1 One-to-One",747,4,100,100,3
738,"T1 One-to-One",747,4,100,100,3
791,"T1 One-to-One",893,1,100,100,5
793,"T1 One-to-One",893,1,100,100,5
797,"T1 One-to-One",893,1,100,100,3
825,"T1 One-to-One",893,1,100,100,5
826,"T1 One-to-One",893,1,100,100,5
796,"T1 One-to-One",894,1,100,100,4
798,"T1 One-to-One",894,1,100,100,4
784,"T1 One-to-One",895,1,100,92,3
785,"T1 One-to-One",895,1,100,100,4
788,"T1 One-to-One",895,1,100,100,4
795,"T1 One-to-One",895,1,100,100,4
815,"T1 One-to-One",895,1,100,100,4
818,"T1 One-to-One",895,1,100,100,4
133,"T1 One-to-One",957,1,100,100,3
1538,"T1 One-to-One",957,1,100,100,3
1539,"T1 One-to-One",957,1,100,100,3
126,"T1 One-to-One",958,1,100,100,3
132,"T1 One-to-One",958,1,100,100,3
143,"T1 One-to-One",958,1,100,100,3
145,"T1 One-to-One",958,1,100,100,3
147,"T1 One-to-One",958,1,100,100,3
149,"T1 One-to-One",958,1,100,100,3
154,"T1 One-to-One",973,1,60,70,5
161,"T1 One-to-One",973,1,100,100,5
162,"T1 One-to-One",973,1,80,71,5
173,"T1 One-to-One",973,1,60,83,5
1541,"T1 One-to-One",989,1,100,100,5
195,"T1 One-to-One",1005,2,100,95,5
195,"T1 One-to-One",1005,1,100,100,3
203,"T1 One-to-One",1005,1,100,100,5
203,"T1 One-to-One",1005,2,100,100,5
204,"T1 One-to-One",1005,1,100,100,5
204,"T1 One-to-One",1005,2,100,100,5
205,"T1 One-to-One",1005,2,100,100,5
205,"T1 One-to-One",1005,1,100,100,5
1546,"T1 One-to-One",1005,2,100,100,4
1546,"T1 One-to-One",1005,1,100,100,5
1547,"T1 One-to-One",1005,1,100,100,5
1547,"T1 One-to-One",1005,2,100,100,4
1548,"T1 One-to-One",1005,1,0,67,3
1548,"T1 One-to-One",1005,2,100,100,5
213,"T1 One-to-One",1018,1,80,100,5
216,"T1 One-to-One",1018,1,100,100,5
1552,"T1 One-to-One",1018,1,100,100,5
1553,"T1 One-to-One",1018,1,80,100,5
1554,"T1 One-to-One",1018,1,100,100,5
645,"T1 One-to-One",1040,2,100,96,5
645,"T1 One-to-One",1040,1,100,100,5
661,"T1 One-to-One",1040,1,100,100,5
661,"T1 One-to-One",1040,2,100,92,5
662,"T1 One-to-One",1040,1,100,100,5
662,"T1 One-to-One",1040,2,100,96,5
1798,"T1 One-to-One",1040,2,80,100,5
1799,"T1 One-to-One",1040,2,60,96,5
127,"T1 One-to-One",1169,1,100,100,3
130,"T1 One-to-One",1169,1,100,100,3
146,"T1 One-to-One",1169,1,100,100,3
1540,"T1 One-to-One",1169,1,100,100,3
106,"T1 One-to-One",1357,1,100,100,5
106,"T1 One-to-One",1357,2,100,100,5
117,"T1 One-to-One",1357,1,100,100,4
117,"T1 One-to-One",1357,2,100,100,5
119,"T1 One-to-One",1357,2,100,100,5
119,"T1 One-to-One",1357,1,100,100,5
120,"T1 One-to-One",1357,1,100,100,5
120,"T1 One-to-One",1357,2,100,92,5
105,"T1 One-to-One",1358,1,80,95,5
108,"T1 One-to-One",1358,2,100,95,5
108,"T1 One-to-One",1358,1,60,100,5
109,"T1 One-to-One",1358,1,80,95,5
109,"T1 One-to-One",1358,2,60,100,5
125,"T1 One-to-One",1358,1,100,94,4
125,"T1 One-to-One",1358,2,40,88,5
1177,"T1 One-to-One",1456,2,100,100,5
1177,"T1 One-to-One",1456,1,100,81,5
1269,"T1 One-to-One",1456,2,100,82,5
1269,"T1 One-to-One",1456,1,100,43,4
1627,"T1 One-to-One",1456,1,100,100,5
1627,"T1 One-to-One",1456,2,100,95,5
3,"T1 One-to-One",1474,1,100,100,5
3,"T1 One-to-One",1474,2,100,100,5
679,"T1 One-to-One",1474,2,100,95,5
679,"T1 One-to-One",1474,1,100,95,4
885,"T1 One-to-One",1474,2,100,69,5
885,"T1 One-to-One",1474,1,100,89,4
796,"T1 One-to-One",1775,1,100,90,2
815,"T1 One-to-One",1775,1,100,100,5
822,"T1 One-to-One",1775,1,100,100,3
825,"T1 One-to-One",1775,1,100,100,5
119,"T1 One-to-One",1986,3,80,88,5
124,"T1 One-to-One",1986,3,80,95,5
125,"T1 One-to-One",1986,3,100,100,5
1117,"T1 Oral Comprehension",9,1,100,100,3
1264,"T1 Oral Comprehension",9,1,100,93,3
1284,"T1 Oral Comprehension",9,1,100,100,3
1370,"T1 Oral Comprehension",9,1,100,100,3
1380,"T1 Oral Comprehension",9,1,100,100,3
937,"T1 Oral Comprehension",10,1,100,100,3
1086,"T1 Oral Comprehension",10,1,100,100,1
1145,"T1 Oral Comprehension",10,1,100,100,1
1332,"T1 Oral Comprehension",10,1,80,100,3
1354,"T1 Oral Comprehension",10,1,80,100,3
917,"T1 Oral Comprehension",74,2,100,93,3
917,"T1 Oral Comprehension",74,3,80,100,3
917,"T1 Oral Comprehension",74,1,100,100,3
917,"T1 Oral Comprehension",74,4,100,100,2
1206,"T1 Oral Comprehension",74,3,0,30,2
1206,"T1 Oral Comprehension",74,1,40,50,2
1206,"T1 Oral Comprehension",74,2,40,100,3
1249,"T1 Oral Comprehension",74,3,0,67,3
1249,"T1 Oral Comprehension",74,1,80,58,3
1249,"T1 Oral Comprehension",74,4,80,50,2
1249,"T1 Oral Comprehension",74,2,80,68,3
1427,"T1 Oral Comprehension",74,4,60,50,2
1427,"T1 Oral Comprehension",74,2,40,67,3
1427,"T1 Oral Comprehension",74,3,40,87,3
1427,"T1 Oral Comprehension",74,1,100,92,3
1436,"T1 Oral Comprehension",74,3,60,90,3
1436,"T1 Oral Comprehension",74,1,40,100,3
1436,"T1 Oral Comprehension",74,4,60,50,2
1436,"T1 Oral Comprehension",74,2,100,92,3
1603,"T1 Oral Comprehension",74,4,20,20,2
896,"T1 Oral Comprehension",123,1,100,100,3
896,"T1 Oral Comprehension",123,2,100,78,3
934,"T1 Oral Comprehension",123,1,80,100,3
934,"T1 Oral Comprehension",123,2,60,72,3
1266,"T1 Oral Comprehension",123,2,40,57,3
1266,"T1 Oral Comprehension",123,1,60,100,3
1378,"T1 Oral Comprehension",123,1,100,100,3
1378,"T1 Oral Comprehension",123,2,100,80,3
1097,"T1 Oral Comprehension",139,2,100,100,3
1235,"T1 Oral Comprehension",139,2,100,67,3
1447,"T1 Oral Comprehension",139,2,100,100,3
1004,"T1 Oral Comprehension",205,1,100,100,3
1102,"T1 Oral Comprehension",205,1,100,100,3
1418,"T1 Oral Comprehension",205,1,100,100,3
278,"T1 Oral Comprehension",285,2,100,100,1
1150,"T1 Oral Comprehension",285,2,100,100,3
1150,"T1 Oral Comprehension",285,1,100,67,3
1293,"T1 Oral Comprehension",285,2,100,100,2
1293,"T1 Oral Comprehension",285,1,100,100,3
1421,"T1 Oral Comprehension",285,1,75,100,3
1421,"T1 Oral Comprehension",285,2,100,80,3
1465,"T1 Oral Comprehension",285,1,100,100,3
1465,"T1 Oral Comprehension",285,2,100,100,2
1477,"T1 Oral Comprehension",285,2,100,100,3
1477,"T1 Oral Comprehension",285,1,100,100,3
1137,"T1 Oral Comprehension",397,1,100,100,2
1203,"T1 Oral Comprehension",397,1,0,50,2
1220,"T1 Oral Comprehension",397,1,100,100,3
1392,"T1 Oral Comprehension",397,1,100,100,3
903,"T1 Oral Comprehension",494,1,100,100,3
903,"T1 Oral Comprehension",494,2,100,100,3
966,"T1 Oral Comprehension",494,2,100,100,3
966,"T1 Oral Comprehension",494,1,100,100,3
974,"T1 Oral Comprehension",494,2,100,93,3
974,"T1 Oral Comprehension",494,1,100,100,3
1374,"T1 Oral Comprehension",494,1,100,100,3
1374,"T1 Oral Comprehension",494,2,100,93,3
924,"T1 Oral Comprehension",510,3,100,100,1
924,"T1 Oral Comprehension",510,4,60,70,2
1216,"T1 Oral Comprehension",510,4,100,100,2
1216,"T1 Oral Comprehension",510,3,100,100,2
1221,"T1 Oral Comprehension",510,4,100,100,2
1221,"T1 Oral Comprehension",510,3,100,100,2
1432,"T1 Oral Comprehension",510,3,100,100,2
1432,"T1 Oral Comprehension",510,4,100,100,2
23,"T1 Oral Comprehension",526,1,100,100,3
63,"T1 Oral Comprehension",526,1,100,100,3
81,"T1 Oral Comprehension",526,1,100,85,3
87,"T1 Oral Comprehension",526,1,100,93,3
15,"T1 Oral Comprehension",527,1,100,100,3
18,"T1 Oral Comprehension",527,1,100,100,2
21,"T1 Oral Comprehension",527,1,100,100,3
36,"T1 Oral Comprehension",527,1,100,100,3
45,"T1 Oral Comprehension",527,1,100,100,3
73,"T1 Oral Comprehension",527,1,100,100,2
52,"T1 Oral Comprehension",528,1,100,100,1
56,"T1 Oral Comprehension",528,1,100,100,3
62,"T1 Oral Comprehension",528,1,40,100,2
64,"T1 Oral Comprehension",528,1,100,100,3
70,"T1 Oral Comprehension",528,1,100,100,3
466,"T1 Oral Comprehension",670,2,100,100,1
474,"T1 Oral Comprehension",670,2,100,83,3
474,"T1 Oral Comprehension",670,1,100,58,2
502,"T1 Oral Comprehension",670,2,100,100,3
502,"T1 Oral Comprehension",670,1,100,87,3
529,"T1 Oral Comprehension",670,1,100,100,3
529,"T1 Oral Comprehension",670,2,100,100,2
1658,"T1 Oral Comprehension",670,2,80,100,2
487,"T1 Oral Comprehension",671,1,100,90,2
487,"T1 Oral Comprehension",671,2,100,100,3
493,"T1 Oral Comprehension",671,1,100,93,3
493,"T1 Oral Comprehension",671,2,100,100,3
517,"T1 Oral Comprehension",671,1,100,67,3
517,"T1 Oral Comprehension",671,2,100,100,3
542,"T1 Oral Comprehension",671,2,60,92,3
542,"T1 Oral Comprehension",671,1,100,45,3
683,"T1 Oral Comprehension",671,2,100,100,3
462,"T1 Oral Comprehension",686,1,100,100,3
483,"T1 Oral Comprehension",686,1,100,100,3
486,"T1 Oral Comprehension",686,1,100,100,3
514,"T1 Oral Comprehension",686,1,100,67,3
537,"T1 Oral Comprehension",686,1,100,100,3
541,"T1 Oral Comprehension",686,1,100,100,3
494,"T1 Oral Comprehension",687,1,100,100,3
504,"T1 Oral Comprehension",687,1,100,100,3
526,"T1 Oral Comprehension",687,1,100,100,3
532,"T1 Oral Comprehension",687,1,100,100,3
682,"T1 Oral Comprehension",687,1,100,100,3
685,"T1 Oral Comprehension",687,1,100,100,3
720,"T1 Oral Comprehension",756,1,100,100,3
723,"T1 Oral Comprehension",756,1,80,100,3
724,"T1 Oral Comprehension",756,1,100,100,3
738,"T1 Oral Comprehension",756,1,100,100,3
784,"T1 Oral Comprehension",901,1,100,100,2
812,"T1 Oral Comprehension",901,1,100,100,3
815,"T1 Oral Comprehension",901,1,80,83,3
825,"T1 Oral Comprehension",901,1,100,100,3
785,"T1 Oral Comprehension",902,1,100,100,2
791,"T1 Oral Comprehension",902,1,100,67,3
796,"T1 Oral Comprehension",902,1,80,92,3
822,"T1 Oral Comprehension",902,1,100,100,2
157,"T1 Oral Comprehension",981,2,100,100,3
157,"T1 Oral Comprehension",981,1,100,100,3
160,"T1 Oral Comprehension",981,1,100,100,3
160,"T1 Oral Comprehension",981,2,100,100,3
165,"T1 Oral Comprehension",981,1,100,100,3
165,"T1 Oral Comprehension",981,2,100,100,3
167,"T1 Oral Comprehension",981,2,100,100,3
167,"T1 Oral Comprehension",981,1,100,100,3
168,"T1 Oral Comprehension",981,2,100,100,3
168,"T1 Oral Comprehension",981,1,100,100,3
171,"T1 Oral Comprehension",981,1,100,100,3
171,"T1 Oral Comprehension",981,2,100,100,3
192,"T1 Oral Comprehension",1012,1,100,100,1
192,"T1 Oral Comprehension",1012,2,100,100,3
192,"T1 Oral Comprehension",1012,4,100,100,2
195,"T1 Oral Comprehension",1012,4,60,100,1
195,"T1 Oral Comprehension",1012,1,100,100,1
195,"T1 Oral Comprehension",1012,2,100,83,3
200,"T1 Oral Comprehension",1012,3,50,100,2
200,"T1 Oral Comprehension",1012,1,100,100,3
200,"T1 Oral Comprehension",1012,4,20,75,2
200,"T1 Oral Comprehension",1012,2,0,60,3
202,"T1 Oral Comprehension",1012,4,100,100,3
202,"T1 Oral Comprehension",1012,2,100,100,3
202,"T1 Oral Comprehension",1012,3,100,100,3
202,"T1 Oral Comprehension",1012,1,100,100,3
204,"T1 Oral Comprehension",1012,3,100,100,3
204,"T1 Oral Comprehension",1012,1,80,0,3
204,"T1 Oral Comprehension",1012,4,20,87,3
204,"T1 Oral Comprehension",1012,2,25,23,2
1548,"T1 Oral Comprehension",1012,2,100,100,3
1548,"T1 Oral Comprehension",1012,3,100,100,3
1548,"T1 Oral Comprehension",1012,1,100,50,2
1550,"T1 Oral Comprehension",1012,2,100,100,3
1550,"T1 Oral Comprehension",1012,4,100,100,2
210,"T1 Oral Comprehension",1025,2,100,100,1
1553,"T1 Oral Comprehension",1025,1,100,100,3
1555,"T1 Oral Comprehension",1025,1,100,100,1
1555,"T1 Oral Comprehension",1025,2,100,93,3
1558,"T1 Oral Comprehension",1025,1,100,100,3
1561,"T1 Oral Comprehension",1025,2,100,75,1
1561,"T1 Oral Comprehension",1025,1,100,100,3
1812,"T1 Oral Comprehension",1025,2,100,100,1
1206,"T1 Oral Comprehension",1795,2,100,100,3
1206,"T1 Oral Comprehension",1795,3,80,90,2
1206,"T1 Oral Comprehension",1795,1,60,78,2
1206,"T1 Oral Comprehension",1795,4,100,70,2
1427,"T1 Oral Comprehension",1795,3,80,83,3
1427,"T1 Oral Comprehension",1795,1,100,100,3
1427,"T1 Oral Comprehension",1795,4,100,80,3
1427,"T1 Oral Comprehension",1795,2,100,100,3
1603,"T1 Oral Comprehension",1795,2,80,100,3
1603,"T1 Oral Comprehension",1795,3,100,86,3
1603,"T1 Oral Comprehension",1795,1,80,92,3
1603,"T1 Oral Comprehension",1795,4,100,67,3
1078,"T1 Phonemes",122,1,100,100,3
1257,"T1 Phonemes",122,1,100,64,3
1362,"T1 Phonemes",122,1,80,53,3
1061,"T1 Phonemes",203,1,100,100,3
1179,"T1 Phonemes",203,1,100,100,3
1236,"T1 Phonemes",203,1,100,100,2
1418,"T1 Phonemes",203,1,80,92,2
915,"T1 Phonemes",379,1,100,100,3
925,"T1 Phonemes",379,1,40,58,3
1016,"T1 Phonemes",379,1,60,83,3
1118,"T1 Phonemes",379,1,80,92,3
1326,"T1 Phonemes",379,1,80,83,3
1041,"T1 Phonemes",509,2,75,64,2
1041,"T1 Phonemes",509,1,100,100,3
1054,"T1 Phonemes",509,1,100,100,3
1054,"T1 Phonemes",509,2,100,100,2
1073,"T1 Phonemes",509,1,100,50,3
1073,"T1 Phonemes",509,2,100,100,2
1237,"T1 Phonemes",509,1,100,100,3
1237,"T1 Phonemes",509,2,100,100,1
1329,"T1 Phonemes",509,2,80,70,2
1329,"T1 Phonemes",509,1,100,94,3
1360,"T1 Phonemes",509,1,100,78,3
1360,"T1 Phonemes",509,2,100,100,1
1425,"T1 Phonemes",509,1,100,92,3
1425,"T1 Phonemes",509,2,100,100,1
644,"T1 Phonemes",1122,1,100,92,2
646,"T1 Phonemes",1122,1,100,100,2
653,"T1 Phonemes",1122,1,80,92,2
893,"T1 Phonemes",1156,1,80,56,3
1467,"T1 Phonemes",1156,1,60,67,3
997,"T1 Phonemes",1419,2,100,75,2
997,"T1 Phonemes",1419,3,60,57,3
997,"T1 Phonemes",1419,1,100,100,3
1225,"T1 Phonemes",1419,1,0,84,2
1225,"T1 Phonemes",1419,2,100,17,2
1225,"T1 Phonemes",1419,3,60,46,2
1252,"T1 Phonemes",1419,1,80,64,3
1252,"T1 Phonemes",1419,2,100,84,2
1252,"T1 Phonemes",1419,3,20,54,3
1285,"T1 Phonemes",1419,3,100,84,3
1285,"T1 Phonemes",1419,1,60,81,3
1285,"T1 Phonemes",1419,2,100,84,2
745,"T1 Phonemes",1465,1,40,92,2
745,"T1 Phonemes",1465,2,100,100,2
746,"T1 Phonemes",1465,2,100,100,3
747,"T1 Phonemes",1465,2,100,100,3
752,"T1 Phonemes",1465,2,100,100,3
753,"T1 Phonemes",1465,2,100,100,3
754,"T1 Phonemes",1465,1,40,64,3
754,"T1 Phonemes",1465,2,40,27,3
1033,"T1 Phonemes",1545,1,100,100,3
1101,"T1 Phonemes",1545,1,100,100,2
1110,"T1 Phonemes",1545,1,100,100,3
921,"T1 Phonemes",1602,1,100,83,3
1095,"T1 Phonemes",1602,1,80,50,3
1172,"T1 Phonemes",1602,1,100,100,3
1218,"T1 Phonemes",1602,1,100,0,1
1218,"T1 Phonemes",1602,3,100,60,3
1408,"T1 Phonemes",1602,3,100,49,3
1408,"T1 Phonemes",1602,1,100,100,3
1445,"T1 Phonemes",1602,1,100,100,3
979,"T1 Phonemes",1668,1,100,92,3
1019,"T1 Phonemes",1668,1,100,94,3
1069,"T1 Phonemes",1668,1,100,94,3
1173,"T1 Phonemes",1668,1,40,94,3
1338,"T1 Phonemes",1668,1,100,33,3
1341,"T1 Phonemes",1668,1,100,100,3
925,"T1 Phonemes",1726,1,100,36,3
925,"T1 Phonemes",1726,2,80,50,2
925,"T1 Phonemes",1726,3,60,58,3
11,"T1 Phonemes",1779,2,80,67,1
61,"T1 Phonemes",1779,2,100,50,1
678,"T1 Phonemes",1779,2,100,83,1
212,"T1 Phonemes",1846,1,100,100,3
217,"T1 Phonemes",1846,1,100,100,3
1553,"T1 Phonemes",1846,1,60,71,2
1557,"T1 Phonemes",1846,1,20,13,2
1559,"T1 Phonemes",1846,1,40,50,1
67,"T1 Phonemes",1905,3,100,86,3
67,"T1 Phonemes",1905,4,60,100,2
71,"T1 Phonemes",1905,3,80,74,2
71,"T1 Phonemes",1905,4,20,100,2
71,"T1 Phonemes",1905,1,100,83,3
686,"T1 Phonemes",1905,1,100,100,3
686,"T1 Phonemes",1905,3,100,88,3
686,"T1 Phonemes",1905,4,100,100,3
7,"T1 Phonemes",1907,1,100,100,3
7,"T1 Phonemes",1907,2,100,100,3
24,"T1 Phonemes",1907,2,100,100,3
24,"T1 Phonemes",1907,1,100,100,3
88,"T1 Phonemes",1907,2,100,100,3
88,"T1 Phonemes",1907,1,100,100,3
90,"T1 Phonemes",1907,1,100,100,3
90,"T1 Phonemes",1907,2,100,100,3
93,"T1 Phonemes",1907,1,100,100,3
93,"T1 Phonemes",1907,2,100,100,3
98,"T1 Phonemes",1907,2,100,100,3
98,"T1 Phonemes",1907,1,100,100,3
1,"T1 Phonemes",1908,3,100,100,3
1,"T1 Phonemes",1908,4,100,100,3
1,"T1 Phonemes",1908,1,100,100,3
2,"T1 Phonemes",1908,3,100,97,3
2,"T1 Phonemes",1908,4,100,100,3
2,"T1 Phonemes",1908,1,100,100,3
9,"T1 Phonemes",1908,3,100,100,3
9,"T1 Phonemes",1908,4,100,100,3
9,"T1 Phonemes",1908,1,100,100,3
13,"T1 Phonemes",1908,1,100,100,3
13,"T1 Phonemes",1908,3,100,88,3
13,"T1 Phonemes",1908,4,100,100,3
79,"T1 Phonemes",1908,1,100,100,3
79,"T1 Phonemes",1908,3,100,100,3
79,"T1 Phonemes",1908,4,100,100,3
80,"T1 Phonemes",1908,4,100,100,2
80,"T1 Phonemes",1908,1,100,100,3
80,"T1 Phonemes",1908,3,100,88,3
744,"T1 Phonemes",1994,2,80,68,3
748,"T1 Phonemes",1994,2,100,90,3
757,"T1 Phonemes",1994,2,100,100,3
1642,"T1 Phonemes",1994,2,80,100,2
1643,"T1 Phonemes",1994,2,40,63,3
1299,"T1 Phonemes",2162,2,100,77,2
1299,"T1 Phonemes",2162,3,100,90,3
1419,"T1 Phonemes",2162,2,100,75,3
1419,"T1 Phonemes",2162,3,80,95,2
196,"T1 Phonemes",2171,2,60,94,3
196,"T1 Phonemes",2171,3,100,63,3
196,"T1 Phonemes",2171,1,60,69,3
197,"T1 Phonemes",2171,2,100,100,3
197,"T1 Phonemes",2171,3,100,100,3
197,"T1 Phonemes",2171,1,100,100,2
201,"T1 Phonemes",2171,1,100,100,3
201,"T1 Phonemes",2171,2,100,100,2
201,"T1 Phonemes",2171,3,80,100,3
1551,"T1 Phonemes",2171,1,100,94,3
1551,"T1 Phonemes",2171,2,100,100,2
1551,"T1 Phonemes",2171,3,100,83,3
209,"T1 Phonemes",2196,1,20,56,3
209,"T1 Phonemes",2196,2,20,67,3
214,"T1 Phonemes",2196,1,100,100,3
214,"T1 Phonemes",2196,2,100,100,3
1554,"T1 Phonemes",2196,2,100,92,2
1554,"T1 Phonemes",2196,1,100,83,3
1561,"T1 Phonemes",2196,1,100,50,2
1561,"T1 Phonemes",2196,2,100,50,1
16,"T1 Phonemes",2268,2,40,40,1
27,"T1 Phonemes",2268,2,80,79,3
49,"T1 Phonemes",2268,2,80,75,3
76,"T1 Phonemes",2268,2,0,45,3
96,"T1 Phonemes",2268,2,100,100,2
99,"T1 Phonemes",2268,2,80,74,3
681,"T1 Phonemes",2268,2,100,70,3
179,"T1 Phonemes",2313,2,100,100,3
179,"T1 Phonemes",2313,1,80,75,3
185,"T1 Phonemes",2313,2,100,100,3
185,"T1 Phonemes",2313,1,100,100,3
186,"T1 Phonemes",2313,1,80,92,3
186,"T1 Phonemes",2313,2,60,73,3
1544,"T1 Phonemes",2313,1,60,83,3
1544,"T1 Phonemes",2313,2,0,53,3
1245,"T1 Phonemes",2325,2,100,58,3
1050,"T1 Phonemes",2379,2,60,47,3
1050,"T1 Phonemes",2379,3,40,72,3
1218,"T1 Phonemes",2379,2,80,43,3
1218,"T1 Phonemes",2379,3,60,62,3
1408,"T1 Phonemes",2379,3,100,93,3
1408,"T1 Phonemes",2379,2,100,100,2
1449,"T1 Phonemes",2379,2,40,47,2
1449,"T1 Phonemes",2379,3,60,57,3
1038,"T1 Phonemes",2425,1,60,85,3
1038,"T1 Phonemes",2425,2,80,67,3
1040,"T1 Phonemes",2425,1,100,100,3
1040,"T1 Phonemes",2425,2,100,89,3
1234,"T1 Phonemes",2425,2,60,70,3
1234,"T1 Phonemes",2425,1,40,100,3
1250,"T1 Phonemes",2425,1,100,100,1
1250,"T1 Phonemes",2425,2,100,95,3
1343,"T1 Phonemes",2425,1,100,100,3
1343,"T1 Phonemes",2425,2,100,100,1
